EventType,Value,FrameNum
frame_time_ms,12.304008,775
frame_time_ms,12.082994,776
frame_time_ms,12.233973,777
frame_time_ms,12.367964,778
frame_time_ms,11.887968,779
frame_time_ms,12.529969,780
frame_time_ms,11.870027,781
frame_time_ms,12.986958,782
frame_time_ms,12.306034,783
frame_time_ms,12.106955,784
frame_time_ms,12.130022,785
frame_time_ms,13.054967,786
frame_time_ms,12.472034,787
frame_time_ms,11.866034,788
frame_time_ms,12.163997,789
frame_time_ms,12.118996,790
frame_time_ms,12.347042,791
frame_time_ms,12.018024,792
frame_time_ms,11.819959,793
frame_time_ms,12.095987,794
frame_time_ms,12.400985,795
frame_time_ms,12.362003,796
frame_time_ms,12.218952,797
frame_time_ms,11.886001,798
frame_time_ms,12.757004,799
frame_time_ms,11.864006,800
frame_time_ms,12.328029,801
frame_time_ms,12.030959,802
frame_time_ms,12.578011,803
frame_time_ms,11.990965,804
frame_time_ms,11.955023,805
frame_time_ms,12.395024,806
frame_time_ms,12.567997,807
frame_time_ms,12.436032,808
frame_time_ms,13.270020,809
frame_time_ms,13.705015,810
frame_time_ms,17.688036,811
frame_time_ms,13.336002,812
frame_time_ms,12.774050,813
frame_time_ms,13.177991,814
frame_time_ms,11.806011,815
frame_time_ms,12.019038,816
frame_time_ms,17.875969,817
frame_time_ms,12.832999,818
frame_time_ms,13.785005,819
frame_time_ms,12.462020,820
frame_time_ms,11.902035,821
frame_time_ms,12.125969,822
frame_time_ms,17.104984,823
frame_time_ms,12.390971,824
frame_time_ms,12.956977,825
frame_time_ms,12.596011,826
frame_time_ms,12.638033,827
frame_time_ms,13.960958,828
frame_time_ms,17.120956,829
frame_time_ms,12.574017,830
frame_time_ms,12.189031,831
frame_time_ms,12.030959,832
frame_time_ms,11.934042,833
frame_time_ms,16.300976,834
frame_time_ms,16.373993,835
frame_time_ms,12.254000,836
frame_time_ms,12.296021,837
frame_time_ms,12.436032,838
frame_time_ms,11.981010,839
frame_time_ms,16.011000,840
frame_time_ms,15.945017,841
frame_time_ms,13.135969,842
frame_time_ms,12.685001,843
frame_time_ms,12.284040,844
frame_time_ms,11.978030,845
frame_time_ms,15.267015,846
frame_time_ms,16.350031,847
frame_time_ms,15.343010,848
frame_time_ms,17.355024,849
frame_time_ms,16.137005,850
frame_time_ms,16.127050,851
frame_time_ms,12.498021,852
frame_time_ms,12.067020,853
frame_time_ms,12.679041,854
frame_time_ms,12.335003,855
frame_time_ms,12.705029,856
frame_time_ms,13.872981,857
frame_time_ms,12.553989,858
frame_time_ms,12.214005,859
frame_time_ms,13.644993,860
frame_time_ms,12.683988,861
frame_time_ms,12.453974,862
frame_time_ms,12.319029,863
frame_time_ms,12.349010,864
frame_time_ms,12.354970,865
frame_time_ms,13.109982,866
frame_time_ms,12.243986,867
frame_time_ms,12.373030,868
frame_time_ms,12.383997,869
frame_time_ms,12.582958,870
frame_time_ms,12.377024,871
frame_time_ms,12.181044,872
frame_time_ms,13.222038,873
frame_time_ms,12.588978,874
frame_time_ms,12.822032,875
frame_time_ms,12.495995,876
frame_time_ms,12.530983,877
frame_time_ms,12.419998,878
frame_time_ms,12.919008,879
frame_time_ms,12.170017,880
frame_time_ms,12.528002,881
frame_time_ms,12.278021,882
frame_time_ms,12.663007,883
frame_time_ms,12.425005,884
frame_time_ms,12.326002,885
frame_time_ms,12.405992,886
frame_time_ms,12.190998,887
frame_time_ms,12.542009,888
frame_time_ms,13.044000,889
frame_time_ms,12.165010,890
frame_time_ms,12.362003,891
frame_time_ms,12.542009,892
frame_time_ms,12.708008,893
frame_time_ms,12.322962,894
frame_time_ms,12.389004,895
frame_time_ms,12.784004,896
frame_time_ms,12.268961,897
frame_time_ms,12.382030,898
frame_time_ms,12.423038,899
frame_time_ms,12.255013,900
frame_time_ms,12.789011,901
frame_time_ms,12.558043,902
frame_time_ms,12.483001,903
frame_time_ms,12.724042,904
frame_time_ms,13.225019,905
frame_time_ms,12.623013,906
frame_time_ms,12.680948,907
frame_time_ms,12.591004,908
frame_time_ms,12.988031,909
frame_time_ms,12.393951,910
frame_time_ms,12.680948,911
frame_time_ms,12.419998,912
frame_time_ms,12.557983,913
frame_time_ms,12.858987,914
frame_time_ms,12.472034,915
frame_time_ms,12.337029,916
frame_time_ms,12.513995,917
frame_time_ms,12.659014,918
frame_time_ms,12.555003,919
frame_time_ms,12.463034,920
frame_time_ms,13.166010,921
frame_time_ms,12.461006,922
frame_time_ms,12.897968,923
frame_time_ms,12.439966,924
frame_time_ms,12.575030,925
frame_time_ms,12.279987,926
frame_time_ms,12.766004,927
